id,prediction
156357,922.796724976
156359,1482.04223779
156363,2657.5277439
156371,1938.36419922
156373,4381.51593213
156375,5456.42083887
156377,4032.64661231
156379,1019.40905579
156387,1211.05931189
156391,1904.57577832
156395,1096.70564734
156398,2688.72958789
156399,1404.08802588
156402,2560.98040014
156407,3971.27188965
156421,1113.34469556
156430,2836.52647559
156432,2955.39939429
156434,1089.89942676
156436,1891.34997705
156448,3517.49777417
156452,6573.26312988
156453,1919.13434985
156457,1956.69620166
156458,1347.17670117
156459,2260.35948633
156460,866.617445984
156463,3047.95886108
156468,2129.06636572
156484,3958.31476416
156486,4353.29051221
156494,1978.27929139
156500,1577.42602502
156502,2558.32102442
156503,6284.71347949
156504,1371.60301794
156507,1565.73692175
156508,2596.55248169
156509,4138.06508423
156522,3256.3768501
156523,1743.91037647
156526,3114.45475562
156529,9171.58173047
156534,2178.42075268
156538,3186.82945263
156539,2647.98825049
156540,4378.14832495
156546,1780.77368176
156548,1127.19571729
156552,2153.28822851
156556,1144.66622327
156558,1076.61371875
156560,5946.47524951
156567,1642.83466333
156576,986.596098512
156579,7167.17036621
156588,2413.37954101
156591,1764.88918664
156592,3062.78766382
156598,1844.4696272
156603,930.360581787
156610,1136.69008972
156612,1218.372474
156614,1776.63430945
156615,3480.38894214
156619,2449.54364013
156623,3581.43697265
156630,2655.36299927
156631,3635.58686597
156633,2105.08823828
156640,1860.53190479
156645,1621.16391833
156647,2696.03992115
156654,1226.8969563
156656,1256.38881885
156659,1309.26437427
156677,16455.0270137
156680,1358.19053699
156681,3254.08979345
156683,2582.6332666
156686,2224.20799658
156687,2143.63885571
156688,6259.12125244
156700,2794.03248511
156701,1804.12564697
156706,10910.4659141
156707,3535.30340039
156729,11634.5080859
156736,2929.08038745
156737,1756.72783032
156739,876.298738526
156742,4394.43239844
156744,2358.52694141
156751,1109.57641888
156754,2168.26076306
156755,1135.68501196
156760,2700.14307715
156765,3611.67089428
156767,1024.80746314
156772,3803.34848242
156776,760.415574341
156781,4741.24876611
156787,1766.7215321
156788,1233.46402319
156792,3687.24714819
156795,1481.61517005
156796,1549.95690601
156798,4160.88254395
156801,2240.19403393
156803,3117.25001196
156807,2102.648281
156816,1809.6388501
156823,3988.34760449
156824,1675.45770081
156826,2814.86151855
156829,2916.55301098
156834,2218.62776367
156841,5869.02705566
156842,1276.4205354
156849,2613.48125049
156850,2769.59474268
156857,889.51331836
156864,1083.29126367
156865,3373.50497754
156869,1527.43175488
156870,1441.3271969
156873,1213.41296387
156879,1299.22482824
156886,2475.97880127
156896,1304.99430188
156897,1626.31354943
156898,1955.68057849
156902,1570.32804956
156907,8831.78572949
156910,1950.93912085
156923,2689.58778809
156925,2581.19514063
156930,4759.62857569
156931,2065.82168994
156935,4808.3128833
156936,2742.98068408
156939,6154.45814893
156943,1866.88576318
156944,1180.31645605
156953,1221.84752246
156960,1680.92377832
156964,4963.64585303
156977,1604.555224
156979,1839.33563635
156980,1525.37169031
156983,1056.91503797
156984,1729.58409925
156987,871.828376648
156992,6116.5094209
156996,2873.01921753
156998,2107.31936816
157000,2086.07141382
157002,978.422364502
157005,2377.43706567
157011,2113.3809165
157016,1679.24346423
157022,1714.24035474
157028,3764.98606494
157030,1179.0325542
157043,5556.7313208
157051,1188.36751441
157053,1364.43295667
157055,1509.47205627
157059,1608.19117541
157064,1602.35686731
157066,2826.87395826
157073,816.531150818
157076,1364.41751868
157078,8857.333854
157083,2474.45118579
157087,7900.91276465
157090,2237.0437334
157092,7741.97172851
157097,10210.9440356
157102,6277.52959912
157104,2806.94740088
157107,1866.42233972
157109,1675.37683923
157115,2035.78190015
157119,6462.8816333
157123,2414.36566357
157125,7854.96301904
157128,4596.23686426
157134,2288.77925683
157137,6102.10485254
157138,1582.1982179
157144,3714.59865796
157145,2181.2873081
157157,1048.88223657
157162,2245.46824683
157171,10026.2124814
157172,3952.0805271
157185,1186.27593823
157186,1313.84582153
157187,3876.89212452
157188,1309.29213843
157192,5446.33972266
157195,5236.39941357
157198,8310.90864209
157199,1372.07265222
157203,5314.57718457
157204,4995.50254297
157207,1075.38948865
157211,2463.68210498
157214,1469.43282581
157223,2360.36827343
157225,1119.6801084
157232,5683.16157666
157233,2440.06714356
157235,1656.97546643
157239,1276.56335107
157246,5146.79644141
157247,11743.0822988
157248,1053.95025281
157250,2063.44271057
157251,1814.7635625
157253,3019.80357642
157257,3913.71445898
157262,1305.36462427
157273,6146.1910166
157275,4048.03419385
157276,1814.06937109
157278,1338.84010083
157282,2186.42195435
157295,2122.87343262
157297,2730.70648803
157299,2532.27515186
157305,1197.38810193
157316,1826.36154919
157326,1905.7908407
157327,2693.98623803
157328,1567.95871423
157333,1625.58803613
157340,5517.63793653
157348,5639.9137334
157353,3010.71026123
157358,1781.81890075
157364,3540.18917432
157377,9572.22375976
157378,5026.12375732
157379,1998.64089136
157381,1262.67394384
157383,3180.82152319
157397,2066.5895166
157403,1052.78385608
157404,2788.33144849
157409,3072.14928198
157410,716.543077088
157412,5663.79814355
157416,2331.84553979
157429,786.064325196
157431,1496.55032544
157433,6678.08579102
157435,5114.51323584
157443,4066.09807471
157450,2550.29633887
157458,2374.3484563
157465,7552.91276319
157473,1637.26632984
157474,3623.2034751
157479,3817.5899646
157483,1716.76805774
157484,3966.17912524
157488,3047.95410474
157489,4022.94191479
157491,4193.45660986
157492,834.940313477
157493,8668.33447803
157494,1697.0294375
157497,2134.25809351
157498,4438.10051172
157499,1770.30980432
157502,2210.18058179
157511,5243.86272217
157516,843.548889038
157522,2030.26807861
157528,5100.21943604
157530,2209.90061109
157531,4598.40675977
157533,1357.10380102
157538,1169.2434967
157541,1317.31373132
157545,6126.66112403
157547,2235.28856958
157551,1413.20378699
157563,758.531437805
157565,1382.07092786
157566,1839.4804917
157570,2814.74036743
157574,6395.29416358
157576,2750.44247534
157583,8411.94585889
157586,5960.54278467
157588,6024.10381201
157591,2162.09098047
157594,1627.71106836
157597,1640.12842688
157599,1445.47395288
157607,2404.6548374
157612,2389.1496897
157613,2163.70823914
157616,1460.56454443
157619,3483.57100952
157626,2657.04579541
157631,1112.56144678
157644,1741.52796619
157650,4167.46304516
157655,4874.54522022
157658,1904.21476819
157664,1269.39169336
157674,8936.90145068
157676,1719.92667724
157682,942.768399536
157684,1696.25795667
157690,2463.44316333
157700,1273.44688464
157703,2011.47079138
157706,1636.98167139
157707,3630.48666016
157718,3602.89787305
157719,1324.57923657
157724,1553.81100561
157726,1884.56266833
157732,6547.92768408
157739,2228.26140186
157743,3797.15870044
157746,2810.6335188
157749,1007.45170947
157750,1421.61497217
157754,2849.55838062
157756,2438.57238062
157757,3611.53493652
157765,1377.89872058
157769,1000.48090766
157770,1301.0923761
157774,2360.19330859
157788,1568.36041772
157790,4707.1674624
157792,9473.01798047
157795,3339.8121958
157803,1367.51530786
157819,1254.69573096
157824,764.931568664
157827,683.007056152
157828,5180.83888282
157832,6469.95714307
157835,2428.81403687
157837,1564.22617114
157839,6531.43798681
157843,897.84362146
157856,3618.38451074
157863,2848.1477456
157871,1328.12458106
157873,1456.55622204
157874,2121.78496643
157876,1557.34381128
157877,3362.70751856
157886,1731.04849548
157887,7212.17099658
157891,1327.93179138
157894,1094.50317554
157895,3167.92744434
157903,2498.09789502
157910,1076.67379248
157925,10057.5754404
157936,1695.66059289
157947,1219.15410754
157952,7893.06921875
157957,1854.77920459
157959,2792.234354
157962,1566.21774097
157967,2088.60066065
157968,1338.97653601
157982,853.58998645
157985,8093.30857569
157988,1358.10551978
157990,9503.94279687
158001,1608.34439673
158006,2975.65879346
158007,934.845139038
158012,4969.87608301
158017,2732.33934375
158020,5776.09890332
158023,772.118303772
158025,1739.70021961
158035,790.881982544
158036,2146.10585547
158044,728.149591675
158045,6843.38624609
158049,1511.50296961
158066,3338.28362378
158069,996.685627928
158070,2584.082146
158081,1200.32158814
158084,1736.28508557
158094,1184.65823974
158103,854.609136231
158107,1000.96949451
158110,3227.3391831
158112,1195.66447888
158113,1900.10943433
158119,736.526381226
158122,1700.52391968
158128,3248.28009766
158130,2033.31197229
158140,4662.92253418
158147,1172.34802149
158148,1183.59584607
158150,987.280296569
158154,2191.62707117
158161,1211.54702099
158166,990.048638307
158168,2092.95489759
158171,3650.31582544
158181,1746.44111304
158189,1442.52816614
158190,1352.58094715
158193,3443.73575147
158195,1246.43427258
158199,1062.571292
158200,1598.29266431
158215,1394.70543298
158216,1883.61722631
158217,1261.49177051
158242,3322.98643579
158243,1594.86987073
158248,794.354991638
158252,3862.22056812
158264,1064.7180913
158268,2367.82226367
158275,6028.8414707
158278,1646.19183862
158283,1833.24286548
158299,1101.8672295
158300,1575.84232666
158305,1751.72713452
158311,1013.25078991
158320,1318.72991455
158326,3076.86211645
158342,3321.70388721
158355,3924.28261523
158359,3965.94607348
158372,2429.24922168
158374,1207.30163965
158380,6653.72754151
158387,5712.34130322
158396,13063.6016533
158397,1603.93401697
158399,1309.23727453
158402,1172.94504285
158406,2116.58527124
158408,1007.83141693
158411,1098.32133313
158413,878.33387207
158419,791.064665039
158421,2122.50557508
158424,3101.45782446
158426,1094.00825122
158428,977.498163391
158430,2473.17449561
158432,2978.81311841
158434,1073.12439892
158451,1978.40543249
158456,1550.79044018
158467,1544.13243714
158472,1408.93476013
158473,1376.55550794
158488,4971.29632763
158490,1587.89118005
158492,1029.36146826
158504,1531.13589453
158505,727.055361389
158506,1917.1268219
158525,1480.21827368
158529,1361.50181079
158531,2364.39767163
158538,2292.84920215
158543,2459.10044311
158551,1251.78800574
158556,1841.115974
158557,1499.6553147
158558,1673.45556275
158567,6535.36343213
158568,9906.66274316
158570,2713.99571094
158575,5796.77122266
158580,7945.99650977
158588,1425.3239071
158601,2238.03243286
158602,2161.77936133
158606,1196.02328088
158608,1526.49435193
158609,1305.6076449
158612,4372.60838916
158633,735.706707214
158635,6295.72208789
158638,6473.7233291
158650,3574.83896924
158659,2368.22371045
158661,867.347019654
158663,2657.5120769
158664,2389.0850791
158666,2867.15933838
158673,1297.9751366
158674,2380.74939478
158678,6776.9914126
158682,3512.04753296
158693,1422.22520801
158696,1778.44740283
158704,3964.4200603
158705,1479.504849
158707,1759.7495896
158713,916.775768738
158715,4394.76034619
158716,3313.719625
158725,5855.63854541
158731,2140.67948608
158747,2602.02297241
158749,3225.4781294
158751,3885.40453906
158755,1028.91657324
158762,2692.35387085
158766,2110.90710718
158770,1800.5476908
158771,3164.15951758
158772,839.130958923
158773,4641.29368115
158775,1667.66031336
158777,1691.84750171
158791,2743.38133447
158799,3960.26250024
158807,1253.64859375
158808,2713.86832251
158811,2927.46560865
158813,809.7555307
158823,2205.61953577
158825,1954.95069519
158836,1346.44942493
158846,1578.72606091
158851,983.420830627
158859,5556.76992383
158862,1183.26764026
158868,1110.30483056
158885,4212.36230322
158886,4172.62468872
158903,2359.35091675
158907,1128.15698963
158908,2150.08547754
158913,2081.75218604
158918,2107.23140528
158923,1221.07132861
158930,2641.42165772
158937,970.334683594
158939,1947.05226001
158940,1269.05517249
158949,2160.27522754
158953,1529.63251233
158958,1645.34675158
158959,4805.32444726
158964,1432.25511804
158975,1522.84263086
158997,1232.36240417
159000,2542.91877099
159002,3470.96270728
159006,2233.57998169
159007,1106.81526404
159008,4005.97827173
159014,2122.11175147
159016,1475.50716956
159020,3339.17309204
159025,3686.11382007
159030,1529.91633301
159033,7988.38625147
159036,1436.16321875
159039,1275.84647155
159043,1347.1896377
159045,10537.8352715
159047,2002.72709131
159048,11907.043415
159050,744.472011658
159056,1367.47567102
159057,1623.20854675
159060,994.830987852
159065,2009.36423389
159067,2700.4183147
159068,1488.87627954
159070,2088.24367944
159073,1882.02129138
159077,5220.37875342
159084,4445.89928711
159085,2318.7861355
159087,4981.44978516
159090,1231.54351868
159093,5753.68760254
159098,2075.69804297
159101,1824.36956519
159110,1643.9330199
159116,5560.18900928
159124,1225.98738611
159126,4229.15360279
159127,4908.87994824
159131,1632.24672937
159134,1178.62977783
159140,1739.53953247
159148,1472.8846886
159152,1367.4765896
159153,1055.25770007
159156,5041.1601499
159157,1121.07463391
159158,5737.53513867
159163,5268.03507764
159166,11430.0089014
159171,2251.44020825
159176,1617.22510462
159177,1109.41783386
159184,4151.02987183
159198,1016.81708179
159199,2525.74796338
159203,1039.30099048
159204,1202.42268054
159206,4440.72823877
159207,1858.74361524
159208,950.915848144
159215,1189.01217005
159226,1518.29235022
159230,922.205987487
159235,3440.00131714
159236,710.217223144
159239,1178.83068701
159243,3180.52353637
159245,1767.88064502
159247,2450.01645947
159248,3894.44011743
159249,1338.99128711
159256,1901.32336804
159267,1470.88045569
159270,3028.62230688
159271,1902.0232395
159281,3971.45507007
159285,1056.36885236
159291,2994.1577727
159292,4279.48189404
159294,2233.7356084
159300,3059.29001978
159303,2936.32604566
159316,1656.81946326
159321,2103.42363696
159322,3250.60706836
159324,2350.85876611
159326,2078.74393775
159327,2993.61844531
159330,6936.40627685
159334,2439.53745605
159346,15552.6717539
159348,1528.54547388
159356,4928.99588037
159360,1052.35493176
159369,1478.57982898
159372,6883.70043359
159374,9342.58507813
159379,1993.37571618
159389,2115.90695093
159390,4369.54077099
159395,2440.90022412
159396,3501.39816773
159398,1100.45681091
159404,5056.35060254
159413,5312.85044824
159422,2754.47742798
159424,2933.57196021
159425,6012.22028467
159427,2249.90019434
159428,4686.66939209
159432,2782.7828208
159438,1752.7298905
159443,1211.40047192
159444,882.200243835
159456,1182.32088159
159458,5522.83639502
159462,3236.64044068
159471,2304.74233228
159474,5830.53907959
159478,1402.88072962
159485,1773.78282568
159487,1925.66362891
159488,2988.60324072
159491,4338.24420313
159494,4214.39100635
159498,1252.69226575
159506,3433.45994653
159512,666.998702148
159531,1974.52084595
159538,4153.9786748
159542,1555.95879895
159543,1740.56127149
159544,6448.48657764
159545,3336.92960669
159548,1461.15609216
159553,1255.19679944
159554,1391.21219922
159569,1494.23934595
159572,1647.4665907
159581,3097.41652612
159583,1214.43254199
159594,1736.65023279
159598,2099.66119116
159603,1672.18445617
159615,7156.43953565
159635,5781.45995947
159636,1287.55574719
159644,1701.02379785
159651,3929.48013868
159655,1666.42620593
159658,1341.04475696
159662,1803.65344787
159663,4527.76469287
159665,1018.9936344
159666,1057.69912866
159668,2984.43119898
159675,998.300515746
159676,889.021369812
159684,12303.3370703
159690,2515.57488989
159691,1800.12317761
159702,6005.48181787
159705,3371.08396753
159706,2518.87354981
159715,2137.78658691
159717,1935.08549524
159718,2810.10719287
159722,1676.55409631
159726,3950.91702612
159727,4499.31536524
159735,956.403576416
159745,1515.52300732
159748,3677.70728369
159753,994.74678906
159756,1631.72155115
159759,4111.34614013
159764,2157.32390454
159769,6298.91643457
159773,1629.82849866
159777,5160.65852734
159782,3867.07081445
159783,1058.66733825
159789,3814.94786035
159791,1209.18830078
159794,5173.93674268
159795,2719.61328687
159796,1498.35770337
159798,7241.93908642
159803,898.62830603
159804,2671.01521387
159808,1234.23971265
159813,1519.69866077
159814,1843.96367358
159820,2514.09025439
159824,1163.11851856
159826,4350.86514892
159831,3984.10174048
159833,769.171175049
159843,1085.27086389
159845,2197.16649756
159853,10837.2049541
159911,4002.34215942
159916,8560.24887989
159917,9075.39036524
159925,5930.7031001
159932,6343.50572412
159938,1533.58893274
159945,1822.49936816
159952,13503.2443047
159954,2619.33153588
159956,1705.53138244
159957,1456.08664954
159966,3052.54288599
159969,1950.89944617
159970,1704.95773487
159971,7421.09483984
159976,1001.06893775
159981,2066.95504516
159986,1088.61434058
159989,1504.31228431
159997,1305.51299341
160002,2319.20396582
160007,1301.86325916
160009,2511.4440354
160015,1088.11693115
160017,1580.51119422
160023,3296.53693042
160029,2456.03903271
160041,2355.59672046
160044,1137.58545545
160049,3459.6202622
160057,1027.00593249
160067,3219.67123096
160068,1583.06947619
160070,3716.47153613
160074,1860.54919568
160075,5853.5245
160078,768.843346497
160081,1995.74871912
160089,1679.90399878
160090,2341.61307104
160091,1489.33498523
160094,3070.89002514
160099,2432.74287597
160102,1042.48275134
160104,2279.26301221
160105,4953.36966113
160107,3056.31413818
160108,2245.46735937
160113,1518.92428406
160117,4154.03879712
160120,2601.95907373
160123,3153.28960498
160126,5535.46806152
160128,511.618623901
160137,1589.83529492
160144,1895.06018957
160158,5652.77491113
160166,1222.89402564
160173,8633.75797217
160175,2359.0663418
160178,1245.01017847
160180,1296.66160205
160182,1966.8659856
160186,1929.21904468
160187,3856.66027588
160189,4560.71792334
160192,1595.53619946
160194,1108.07590014
160196,926.216032715
160204,2529.23398657
160205,1387.18218213
160213,1536.60344311
160219,2823.69260156
160220,10650.0122246
160221,1072.72658472
160230,959.620363525
160234,2635.23043311
160235,2351.3079607
160237,4660.83991357
160243,6864.32128516
160248,7594.75666748
160249,2630.30415186
160251,3229.19766455
160258,978.245024292
160259,1958.40887658
160266,1863.91951477
160268,2442.50923145
160276,821.193875183
160279,3270.21453003
160281,1783.44333044
160288,1987.3785415
160290,840.447054993
160292,1132.6364032
160295,3871.85505005
160297,1284.32700916
160307,5105.40208105
160310,999.179446165
160311,2206.41002735
160315,2927.19220826
160326,6521.11358887
160331,959.877528931
160332,3232.73692871
160334,2105.78606983
160338,3479.50767359
160348,7808.59126514
160349,2030.85471814
160353,986.243019773
160358,4079.69275244
160376,5797.04508545
160385,4414.27923926
160388,2371.6739436
160389,2383.48024659
160397,819.778470215
160402,825.648012695
160406,1724.88257446
160407,964.023606016
160409,1574.16415967
160413,6477.18810937
160414,1190.34160828
160418,2578.47952954
160420,1126.40772107
160421,2211.84802563
160423,1065.86814331
160426,1945.7313667
160427,1541.54700976
160429,1235.74619726
160432,2929.78947119
160440,1265.31923938
160443,1666.93873364
160447,2557.16030249
160449,7163.83980176
160452,5837.37984522
160453,618.658628357
160462,4026.91591064
160465,1721.31196704
160466,3797.41043067
160470,1427.47430066
160471,1855.54839331
160478,6537.45462012
160479,2030.56334571
160480,1404.23064295
160483,1328.91774133
160486,1262.66610303
160492,1277.10264563
160493,1688.27336352
160497,1500.02417273
160498,8050.70817773
160512,1257.37238013
160515,2971.64337817
160534,1838.4609292
160542,1182.90319373
160543,1179.27127478
160545,1373.97153931
160547,1565.34122888
160550,4575.58500098
160551,2313.61952002
160552,1324.24470459
160564,1002.24440918
160568,2908.99910962
160573,1337.29062768
160575,4261.12564795
160577,2217.85572693
160579,1244.92517383
160580,1685.97860412
160586,1682.08829809
160587,4547.09076025
160597,2351.4544436
160601,2759.73053907
160603,1080.74153222
160605,1881.84110413
160606,1413.85556775
160607,2439.60342725
160611,1486.37578686
160620,2319.72087305
160621,3863.30539453
160624,2877.69386279
160627,4189.00182569
160628,660.762114014
160629,2156.17251648
160636,2134.02718457
160637,1765.59104712
160640,2498.11964722
160641,4710.64743945
160645,996.123962159
160646,2993.40224487
160648,4067.72341065
160649,5945.85574609
160650,3452.99180249
160653,1366.30454419
160654,4045.89263623
160657,1582.76935279
160661,5655.5077915
160664,1583.42794519
160666,2909.3257605
160669,1184.95060742
160693,2009.27974182
160702,507.707793213
160710,5083.96231641
160712,1220.40361755
160717,2174.43040112
160718,1097.78436365
160726,1212.90479102
160727,1140.71373791
160730,1707.76246301
160731,4633.53626416
160732,909.527565003
160737,2372.27165576
160742,2722.27220435
160751,1043.99573718
160753,1953.92567871
160764,813.676618347
160767,920.939614014
160768,1649.34663855
160773,1141.69227576
160779,1733.96146533
160783,1554.84577136
160789,2989.82690942
160797,3127.92950073
160804,3683.97660205
160811,882.001427612
160812,1847.68343103
160816,1270.99627771
160824,891.407407593
160827,872.608452759
160829,5295.07171484
160835,915.439384705
160838,14269.4062188
160849,900.833090639
160851,1203.71563123
160857,5497.34301221
160858,3229.78038501
160868,2147.13339576
160873,1760.17782178
160875,3079.71653491
160877,2197.08095728
160878,1758.29411072
160882,4682.91751758
160893,10404.8158349
160900,1858.58190588
160910,1539.02536706
160914,1631.68807703
160915,2962.89339624
160916,4132.90757397
160921,6710.45504297
160928,2095.54944373
160933,8143.01056641
160935,2322.22571435
160938,9699.05713184
160943,3762.08956152
160962,3405.35280151
160963,3912.26053247
160964,1311.13743237
160970,1099.36677319
160971,4211.30960205
160977,3892.88023242
160981,3192.99756567
160985,2844.29842163
160986,2050.56891882
160988,1918.72656445
160993,2240.46677734
160995,3305.64685376
160999,1962.91732275
161000,1290.86339514
161011,1681.79128247
161017,1375.87971777
161019,4687.46935694
161025,915.613266601
161032,1224.62128577
161035,7052.83952442
161036,5406.61582959
161039,1303.11707581
161047,3645.73459595
161050,2274.28256909
161065,1423.27563428
161067,1329.09744605
161085,1885.53148071
161088,1576.79857324
161091,3101.60059961
161094,965.617399902
161096,1305.42898438
161098,1669.30772644
161100,2985.42737085
161107,1855.87177747
161111,1520.06808032
161113,7961.43495752
161115,3823.3590105
161120,1094.53412158
161136,1946.63267053
161139,1726.69269067
161140,1150.23163782
161142,770.318634827
161152,2093.55966308
161153,863.395846009
161155,1977.17066431
161158,2726.12325562
161163,1871.58768555
161166,2219.48729419
161170,4035.34498584
161172,2238.03514233
161174,1526.17937268
161178,3582.42952368
161191,9586.50829101
161192,883.86939624
161194,1864.41259802
161211,917.238440429
161212,1214.55958802
161216,1156.6098385
161221,2307.572385
161224,1849.33956249
161227,2303.20834644
161234,1959.5552832
161235,2755.45907935
161242,1292.76516748
161243,3317.93693408
161246,1875.61847083
161248,673.931441162
161250,807.492320923
161251,1497.181719
161255,8465.19846094
161257,1655.25583313
161263,6600.7138291
161265,2681.06743799
161274,1674.46947827
161275,3123.78042383
161278,1299.22997266
161287,2303.03836645
161297,5917.74791846
161301,1638.74056213
161302,838.254133117
161303,4584.43068359
161310,885.361366089
161313,1004.02558252
161314,4862.75895557
161317,808.911400146
161324,3604.67205982
161330,1738.39479516
161331,1485.70264831
161335,889.722405701
161337,2466.93696899
161342,678.187803589
161350,1281.80485877
161353,1082.04520117
161356,2555.05478857
161361,2091.02276074
161362,5050.63366357
161366,1792.0847904
161368,1269.72003393
161372,3311.61444995
161376,1359.78018555
161377,687.096027588
161379,5037.25815967
161380,1169.24083105
161383,763.435685974
161384,1540.46051514
161387,1674.77300891
161389,2212.49422095
161392,1282.23386682
161398,5480.06832764
161400,1718.47905371
161401,4439.98229614
161407,1229.92103492
161409,1171.91077612
161414,832.734890686
161418,1764.96922376
161427,4231.38424658
161431,1533.12448547
161433,4402.34664942
161439,2610.77309082
161441,2838.45036109
161446,7056.87703711
161447,1783.90727197
161452,1882.81173096
161455,2177.96346436
161460,1607.56705786
161465,2651.70996069
161466,3102.51949414
161470,889.940737122
161471,2368.15244238
161476,2402.77449366
161478,18928.2913965
161479,5024.85482568
161489,5915.43264941
161504,1008.00287232
161506,1197.97194372
161516,7712.88042383
161517,7671.22850391
161527,1675.5046383
161528,2839.24012109
161543,4643.50598926
161545,1262.1313407
161546,409.977991639
161551,1325.45995215
161552,2042.59693896
161555,1272.47981054
161556,3415.27053418
161571,1169.58219128
161573,1595.02073572
161577,8863.65207471
161580,3691.34610376
161581,1767.86395703
161582,1404.99927588
161588,8422.43181592
161592,2381.43628735
161593,4307.79087061
161594,924.007321838
161595,1283.5541222
161596,3117.18538672
161599,1107.83882385
161605,2032.78011426
161612,1156.40533228
161622,1609.36776245
161623,2459.40466626
161625,1499.50103784
161628,1992.22148022
161637,3705.94592651
161645,2068.97188623
161647,1281.30040893
161649,1404.14702869
161655,4392.91269287
161656,722.870557984
161659,6284.29080079
161665,2189.31889112
161666,886.159022461
161675,658.753910096
161681,1463.64795496
161682,903.828616089
161688,4699.38874268
161691,1192.10020337
161695,4602.97551904
161697,6026.04798633
161707,2390.73686523
161724,1987.06272827
161726,3557.91585694
161732,1113.96437561
161737,4728.68062158
161740,4726.10907324
161750,1656.5569187
161754,5567.52970752
161757,1597.70125256
161759,1545.32204809
161761,1992.40518115
161768,1507.49614233
161777,1719.69037512
161785,1412.31508362
161788,1812.15074817
161789,2038.85811694
161791,999.978954831
161793,907.369219543
161800,3893.42328027
161801,6944.0739165
161803,2293.28668457
161805,2850.57696509
161807,1634.70953772
161820,3316.54919873
161828,1540.7780155
161829,2659.71348877
161844,3340.08804077
161849,869.917199768
161851,2101.02772168
161852,5650.14691944
161853,2323.49579053
161868,1766.38625391
161871,1852.35686939
161874,2572.04238867
161875,1179.06581409
161876,1356.21419604
161878,889.032942749
161892,2925.64403344
161895,1881.530823
161897,6030.69111865
161903,2670.46534033
161914,882.830325866
161919,2316.36030933
161924,1581.31642956
161926,2378.30620154
161934,2105.71371973
161935,1692.69952966
161937,901.439758423
161939,1354.34264709
161940,1433.65535046
161947,762.079749634
161952,1699.70799451
161955,1152.04565405
161963,7293.40153076
161967,8830.58818457
161974,1644.90294177
161977,1530.94300012
161982,1019.08950275
161993,5794.29216455
161996,5472.22097119
161998,1117.94851843
161999,5027.29907275
162026,624.972250305
162029,1436.36535632
162034,2155.27934936
162037,1878.29246204
162039,1584.45674317
162040,6015.6280625
162042,1655.3955011
162043,5894.15758105
162049,5009.01768359
162050,932.21607385
162051,1092.59505542
162055,2308.29654663
162059,1190.30148962
162062,1364.47510522
162066,10079.4952568
162069,1279.63337293
162076,3605.85366943
162078,12353.5014532
162081,4406.76459327
162085,1290.71090991
162087,1964.89096411
162088,1734.77589624
162089,8726.79077539
162090,1559.55563501
162098,6866.14856982
162102,1411.55838916
162106,1104.55844482
162107,1318.88888562
162111,1826.89257702
162113,1841.74769055
162114,2427.06550659
162126,5358.50377149
162136,6535.33171533
162141,1294.85318067
162146,4483.91029346
162147,624.400669495
162148,7109.08377832
162154,1381.46719714
162167,1253.35900927
162168,1571.24030945
162171,1820.12329712
162173,1267.35393128
162178,2275.09768091
162190,1205.66987329
162194,1650.7930039
162200,3914.37075683
162203,3341.94169043
162209,8674.23606543
162212,7742.9583584
162225,2867.86990381
162226,2589.64850781
162230,907.690438354
162232,1003.96476391
162239,1460.05936499
162241,2949.78887354
162244,1725.56166052
162246,2103.05652661
162253,1141.82199512
162257,1944.32429651
162264,894.802427978
162269,1299.7893462
162270,3047.46926831
162271,2936.74674878
162274,2613.66352808
162279,1610.43933765
162280,1176.27023132
162283,1758.53679261
162294,2768.88815991
162295,2547.46006885
162296,1818.29690454
162304,949.424072998
162306,1386.72912427
162308,1159.14220495
162311,7731.78922559
162318,1420.17380957
162319,1413.07723303
162320,1820.52068066
162323,1990.55569654
162326,949.045161133
162341,3069.50165405
162342,1432.70841797
162343,2519.09168628
162347,6442.01326807
162348,1085.45896118
162349,1276.53383667
162357,1567.25930725
162361,1447.09607166
162363,2726.39309668
162364,791.633519653
162369,2324.5440166
162373,4215.57902881
162378,5275.55157422
162386,1659.71925146
162392,1643.29280188
162395,1750.14761731
162400,950.182426086
162401,5260.34668604
162404,1863.22109888
162407,2006.84928198
162409,1985.9458324
162423,1260.26298889
162425,1501.82304272
162427,1971.67248682
162432,2567.33981787
162435,1630.23465698
162438,3120.39432275
162445,1685.07724255
162453,1040.38643531
162460,3812.37566528
162461,1380.29607654
162471,2231.54673926
162494,1541.87238904
162498,1527.63896228
162499,3817.28987329
162512,900.043923157
162513,4173.19073535
162517,2389.30539111
162528,2418.1587771
162533,6958.93815381
162536,1636.76202686
162537,2548.46431396
162544,3886.40873315
162548,1984.68788672
162551,2666.31888842
162552,1623.12710278
162555,2047.51202344
162563,3508.85693921
162564,3501.00176929
162567,2491.44573901
162568,3216.70070239
162571,2447.2136211
162577,1017.77555237
162579,1650.48922986
162583,1704.65581994
162585,3974.55682886
162586,1885.34331165
162590,2661.74666236
162600,1218.33366772
162611,946.5570401
162614,1350.03654968
162625,6690.45659668
162626,2647.17420557
162629,2483.23577222
162632,857.861634644
162635,834.846841004
162636,2266.55547852
162640,1729.00418005
162641,1129.8379906
162644,5151.54646191
162657,1743.25094726
162665,1910.96607788
162668,1360.86455933
